id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
1542,Office Space,en,Comedy,10000000,12827813,89.0,1999,Twentieth Century Fox Film Corporation,United States of America,7.4,"suburbia, downsizing, software engineer, burnout, dallas texas, beach resort, coworker relationship, laziness, duringcreditsstinger, business rivalry",1
10490,Drop Dead Gorgeous,en,Comedy,10000000,10571408,98.0,1999,New Line Cinema,United States of America,6.4,"minnesota, mother role, beauty contest, girl from the province, hicktown, evil mother, mother daughter relationship, envy, pretty woman, mocumentary",1
87093,Big Eyes,en,Drama,10000000,28883511,105.0,2014,The Weinstein Company,Canada,6.8,"wife husband relationship, artist, court case",1
10029,Very Bad Things,en,Comedy,30000000,9898412,100.0,1998,Initial Entertainment Group (IEG),United States of America,6.2,"prostitute, hotel, cocaine, nudity, psychopath, stag night, friends, murder, independent film, marijuana, blood, wedding, las vegas, violence, death, accident",0
11507,Body Double,en,Crime,10000000,8801940,114.0,1984,Columbia Pictures Corporation,United States of America,6.4,"female nudity, pornography, claustrophobia, nudity, witness, police, movie in movie, murder, neighbor, los angeles, peeping tom, porn actress, struggling actor, voyeurism, actor",0
37931,MacGruber,en,Action,10000000,6110000,90.0,2010,Relativity Media,United States of America,5.1,"aftercreditsstinger, duringcreditsstinger",0
87818,Movie 43,en,Comedy,6000000,32438988,90.0,2013,Greenestreet Films,United States of America,4.4,"slapstick, ensemble cast, duringcreditsstinger, woman director, laxative",1
88005,Seeking a Friend for the End of the World,en,Comedy,10000000,9636289,101.0,2012,Mandate Pictures,United States of America,6.3,"asteroid, road trip, end of the world, woman director",0
73,American History X,en,Drama,20000000,23875127,119.0,1998,New Line Cinema,United States of America,8.2,"usa, neo-nazi, prison, skinhead, brother brother relationship, rape, fascism, brother, basketball, jail, school, swastika, los angeles, family, hate, neo nazism, xenophobia, interracial friendship, nazism, prison rape",1
14283,The Red Violin,en,Drama,18000000,9495408,131.0,1998,Rhombus Media,Canada,7.3,"auction, violin",0
209403,Bad Words,en,Comedy,9500000,7800000,88.0,2013,Darko Entertainment,United States of America,6.4,"competition, satire, spelling bee, estranged father, unlikely friendship, anger issues",0
7942,Run Fatboy Run,en,Comedy,10000000,33000000,100.0,2007,Entertainment Films,United Kingdom,6.2,"father son relationship, new love, fiancé, training, rent, jogging, marathon, wedding, pregnancy",1
73247,Heartbeeps,en,Comedy,10000000,2154696,79.0,1981,Universal Pictures,United States of America,3.8,"servant, future, chase, lovers, outlaw, robot",0
253331,Black or White,en,Drama,9000000,21571189,121.0,2014,Treehouse Pictures,United States of America,6.5,"grieving widower, widower",1
9952,Rescue Dawn,en,Adventure,10000000,7177143,126.0,2006,Metro-Goldwyn-Mayer (MGM),United States of America,6.9,"war crimes, violence, laotian soldier, pipe smoking, rice paddy, letter from home, ant's nest, net fishing, dragging someone",0
256924,Danny Collins,en,Comedy,10000000,10835752,107.0,2015,Big Indie Pictures,United States of America,6.6,"rock star, middle age",1
82532,"Jeff, Who Lives at Home",en,Drama,10000000,4417580,83.0,2011,Indian Paintbrush,United States of America,6.1,"slacker, basement, destiny, glue, stoner, wrong number, mumblecore",0
2088,Romeo Is Bleeding,en,Action,11500000,3275585,100.0,1993,Working Title Films,United Kingdom,5.7,"police operation, sex addiction, police, mafia boss, suspense, bad cop, hitwoman",0
10388,The Limey,en,Action,10000000,3193102,89.0,1999,Artisan Entertainment,United States of America,6.6,"prison, release from prison, suitcase, record producer, investigation, daughter, loss, revenge, stakeout, ex-con, warehouse, hired killer, narcotics, motel room, neo-noir, 1960s",0
1640,Crash,en,Drama,6500000,98410061,112.0,2004,Blackfriars Bridge Films,Germany,7.2,"race politics, daughter, installer, police, fall, car crash, racism, los angeles, bigotry, social services, collision",1
25520,The House of Mirth,en,Drama,10000000,5164404,140.0,2000,Granada Film Productions,United Kingdom,6.4,,0
329440,The Forest,en,Horror,10000000,40055439,95.0,2016,Lava Bear Films,United States of America,4.8,"japan, forest",1
47890,Sphinx,en,Adventure,14000000,439564,118.0,1981,Orion Pictures,Netherlands,6.0,"cairo, based on novel, egypt, pyramid, museum, mummy, murder, independent film, curse, egyptologist, archeologist",0
252512,While We're Young,en,Comedy,10000000,7587485,97.0,2015,Scott Rudin Productions,United States of America,5.8,"father-in-law, marriage, documentary filmmaking, hipster, middle age, documentary filmmaker, generation-x, generation-z, psychedelic drug",0
55720,A Better Life,en,Drama,10000000,1759252,98.0,2011,Summit Entertainment,United States of America,7.0,"california, garden, immigrant, truck, illegal immigrant, gardener, stolen truck",0
29076,Gun Shy,en,Action,10000000,1631839,101.0,2000,Hollywood Pictures,United States of America,5.4,"female nudity, drug cartel, nervous breakdown",0
68812,The Iceman,en,Thriller,20000000,1969193,105.0,2012,Bleiberg Entertainment,United States of America,6.4,"new jersey, restaurant, hitman, van, arrest, psychopath, based on true story, jail, serial murder, stabbing, crime family, bombing, ice cream man  , drug deal, contract killer, crime syndicate, poisoning",0
9809,Let's Go to Prison,en,Comedy,4000000,4630045,84.0,2006,Universal Pictures,United States of America,5.5,"loss of father, condom, vulgar, parole board, alcohol abuse",1
73567,Killer Joe,en,Crime,10000000,3665069,102.0,2011,Voltage pictures,United States of America,6.5,"trailer park, gun, texas, deal, psychopath, sexual humiliation, money, lingerie, arson, police detective, physical abuse, neo-noir, burial, pizza shop, drugs",0
41479,The Joneses,en,Comedy,10000000,7022728,96.0,2009,Echo Lake Productions,United States of America,6.1,"independent film, duringcreditsstinger",0
1989,My Blueberry Nights,en,Drama,10000000,21786738,111.0,2007,Block 2 Pictures,China,6.0,"usa, kaffeehaus, poker, lovesickness, waitress, bar, night life, night, melancholy, approach, loneliness",1
12779,Swept Away,en,Comedy,10000000,598645,89.0,2002,Screen Gems,Italy,4.8,"adultery, island, shipwreck, tropical island",0
13191,"War, Inc.",en,Action,5000000,1296184,106.0,2008,,Bulgaria,5.6,"hitman, political satire",0
101173,Coriolanus,en,Drama,7700000,1072602,123.0,2011,BBC Films,Italy,5.9,"senate, general, market, rivalry, tragedy, tears, scar, stabbing, truce, flag, vote",0
20178,World's Greatest Dad,en,Comedy,10000000,295750,99.0,2009,Magnolia Pictures,United States of America,6.5,"male nudity, poetry, adolescence, lie, nudity, rejection, high school, independent film, teacher, vulgarity, student",0
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",en,Comedy,10000000,45779,86.0,1998,Hollywood Pictures,United States of America,3.0,alan smithee,0
245846,Strangerland,en,Drama,10000000,17472,111.0,2015,Worldview Entertainment,Australia,5.1,"australia, missing child, outback, alcoholic drink, troubled marriage, woman director, australian outback, missing daughter",0
25186,Janky Promoters,en,Comedy,10000000,9069,85.0,2009,Cube Vision,United States of America,7.0,,0
217708,Hross í oss,is,Drama,10,11,85.0,2013,Filmhuset Gruppen,Norway,6.9,"horse, snow storm, icelandic",1
78383,Nurse 3-D,en,Horror,10,10000000,99.0,2013,Lions Gate,United States of America,4.9,"nurse, sexual murder, revenge, lesbian relationship, dark comedy, hospital",1
16614,Adventureland,en,Comedy,9500000,17164377,107.0,2009,Miramax Films,United States of America,6.4,"comedy, cheating on partner, amusement park, summer job, carny, marijuana joint, baldness, picking one's nose, reckless driving, reconciliation, pushing a car, marijuana pipe, ticket booth, scene, raised middle finger, job seeking, leaving home, drugged cookie, duringcreditsstinger, young adult, 1980s",1
9700,The Lost City,en,Drama,9600000,4386236,144.0,2005,Lions Gate Films,United States of America,6.0,"cuba, fidel castro, che guevara",0
10471,Next Friday,en,Comedy,11000000,59827328,98.0,2000,New Line Cinema,United States of America,6.4,"prison, repayment, gang war, boy gang, revenge, escape from prison, escape, los angeles, gang member, mexican american, cholo",1
667,You Only Live Twice,en,Action,9500000,111584787,117.0,1967,Eon Productions,United Kingdom,6.5,"london england, japan, england, assassination, helicopter, vulkan, assassin, asia, secret identity, nasa, island, russia, missile, war ship, ninja fighter, secret base, secret mission, secret organization, secret intelligence service, phantom, villain, sumo ringer, volcano, funeral, space, soldier, killer, secret service, blast",1
86837,Amour,fr,Drama,8900000,19839492,127.0,2012,Les Films du Losange,France,7.5,"nurse, music teacher, aging, daughter, music, love, retired, illness, pigeon, stroke, octogenarian, old couple",1
10306,Poltergeist III,en,Horror,10500000,14144000,98.0,1988,Metro-Goldwyn-Mayer (MGM),United States of America,4.5,"chicago, religion and supernatural, supernatural powers, devil, demon",1
11576,"It's a Mad, Mad, Mad, Mad World",en,Action,9400000,60000000,163.0,1963,United Artists,United States of America,7.0,"competition, prison, california, chase, humor, national park, treasure hunt, slapstick, money, car chase, desert, race, cash, planes, funny",1
219,Volver,es,Comedy,12899867,85582407,121.0,2006,El Deseo,Spain,7.3,"child abuse, rape, fire, sexual abuse, madrid, secret, return, solidarity, village, superstition, crime, death, ghost, abusive father",1
62215,Melancholia,da,Drama,7400000,21817298,136.0,2011,Zentropa Entertainments,Denmark,7.0,"wedding reception, power outage, destruction of planet, wedding toast",1
8982,ต้มยำกุ้ง,th,Action,6000000,27165581,108.0,2005,The Weinstein Company,Thailand,6.8,"buddhism, elephant, sydney, australia, fighter, tempel, gang, animal",1
348,Alien,en,Horror,11000000,104931801,117.0,1979,Twentieth Century Fox Film Corporation,United States of America,7.9,"android, countdown, space marine, space suit, beheading, dystopia, biology, cowardice, spaceship, space, alien, female protagonist, outer space, parasite, h. r. giger, xenomorph",1
30497,The Texas Chain Saw Massacre,en,Horror,85000,30859000,83.0,1974,New Line Cinema,United States of America,7.2,"gas station, texas, van, gore, midnight movie, surprise ending, shock in the end, leatherface, hitchhiker, slaughterhouse, slasher, chainsaw, family, polaroid, cannibals, proto-slasher",1
27586,The Runaways,en,Drama,10000000,2995811,106.0,2010,River Road Entertainment,United States of America,6.3,"women, 1970s, publicity, iron, music, pill, independent film, night club, teenage girl, microphone, rock music, guitarist, photo shoot, teenage sexuality, drummer, recording, grandmother, alcoholic drink, broken glass, talent contest, girl band, hospital bed, female rocker, woman director",0
14811,Fiddler on the Roof,en,Drama,9000000,83304330,181.0,1971,United Artists,United States of America,7.4,"tradition, dream, musical, pogrom, mother daughter relationship, breaking the fourth wall, milkman, russian orthodox church, judaism, tavern, constable, suitor, russian soldier, elopement",1
660,Thunderball,en,Adventure,5500000,141195658,130.0,1965,Eon Productions,Bahamas,6.5,"paris, florida, fighter pilot, sanatorium, secret organization, nuclear missile, coral reef, bahamas, scuba diving, scuba, british secret service",1
40794,Mine vaganti,it,Comedy,7000000,8220215,110.0,2010,Fandango,Italy,7.0,,1
9400,Set It Off,en,Drama,9000000,41590886,118.0,1996,New Line Cinema,United States of America,6.9,"single parent, bank robber, last chance, los angeles",1
16162,The Best Man,en,Drama,9000000,34573780,120.0,1999,Universal Pictures,United States of America,6.8,,1
10585,Child's Play,en,Horror,9000000,44196684,87.0,1988,United Artists,United States of America,6.3,"gun, birthday, voodoo, toy, stalker, murder, blood, slasher, explosion, killer, doll, evil, toy comes to life, ginger",1
2359,Sicko,en,Documentary,9000000,24538513,123.0,2007,The Weinstein Company,United States of America,7.3,"bureaucracy, usa, corruption, cuba, medicine, guantanamo bay, assurance, health care, money, hospital, doctor, illness, existence",1
238636,The Purge: Anarchy,en,Horror,9000000,108782847,104.0,2014,Universal Pictures,France,6.6,"bus, assault rifle, sniper, machete, dystopia, psychopath, sequel, revenge, murder, survival, motorcycle, violence, one day, masked man, apartment, death, survival horror, gatling gun",1
11282,Harold & Kumar Go to White Castle,en,Comedy,9000000,23936908,88.0,2004,New Line Cinema,United States of America,6.6,"brother brother relationship, amsterdam, trip, road trip, cannabis, marijuana, police chase, smoking marijuana, buddy, stoner, fast food, one night, buddy comedy, munchies, crop circle, rich parents, car siren, blood spurting",1
14181,Boiler Room,en,Crime,26000000,28780255,118.0,2000,New Line Cinema,United States of America,6.5,"finances, stock broker, investment firm",1
1621,Trading Places,en,Comedy,40600000,90400000,116.0,1983,Paramount Pictures,United States of America,7.1,"christmas tree, from rags to riches, broker, beggar, dollar, wager, fish out of water, millionaire, commodities, investor, big shot, hoodlum, wrongful arrest, santa hat",1
9656,Black Christmas,en,Horror,9000000,21510851,84.0,2006,Dimension Films,Canada,4.8,"holiday, difficult childhood, childhood memory, childhood trauma, psychopath, serial killer, murderer, christmas eve, christmas horror",1
1619,The Way of the Gun,en,Action,8500000,19125401,119.0,2000,,United States of America,6.4,"gunslinger, mexico, hotel, ransom, mexican standoff, kidnapping, sperm bank, from rags to riches, surrogate mother, money, gunfight, drifter, gangster, criminal, desert, millionaire, neo-western",1
